Chromosome	Position	GeneID	truth	cufflinks
chr1	22278502	GENE.119	131.32520689414494	3.5097243653
chr1	22278502	GENE.121	126.71183162389164	4.0772308676
chr1	22278502	GENE.123	140.97660011235212	4.1822788959
chr1	23107312	GENE.124	0.0	8.5191647396
chr1	23279107	GENE.125	0.0	1.3930984149
chr1	23298539	GENE.126	70.45934548289875	0.6264268146
chr1	23373262	GENE.127	38.025090809740945	0.9414408382
chr1	23852465	GENE.129	60.021869096623654	1.4641203764
chr1	24002777	GENE.130	162.94864033717135	4.0875869634
chr1	24184448	GENE.132	1530.15793519385	183.7022042584
chr1	25124320	GENE.135	62.68517714095435	1.7105070924
chr1	25333248	GENE.136	524.870707233607	8.7062077944
chr1	26738645	GENE.137	297.538068559635	6.9320002618
chr1	30859186	GENE.139	419.0709163782861	40.6035390829
chr1	30997147	GENE.140	119.5384162031363	2.7858817649
chr1	31233279	GENE.143	369.5404682499637	9.7164051997
chr1	31279683	GENE.144	196.06078743067482	0.5866232325
chr1	32229650	GENE.146	1345.3309184477062	58.5068084563
chr1	32576407	GENE.147	0.0	0.2552133174
chr1	32600390	GENE.148	135.85316510930892	0.3720004434
chr1	33510655	GENE.149	1262.4018424361745	60.0186079683
chr1	33726668	GENE.150	0.0	0.1953427072
chr1	33776740	GENE.151	119.00011398845346	2.9771136593
chr1	33802328	GENE.153	28.755459403689414	0.8568506644
chr1	33892743	GENE.155	340.9216293192923	0.1754636799
chr1	33908896	GENE.156	490.320135105649	16.8410610509
chr1	34068669	GENE.157	445.136647750031	13.8710533468
chr1	34489965	GENE.159	0.0	0.4274550588
chr1	34516590	GENE.162	566.5578024462042	31.2286622484
chr1	34555274	GENE.163	229.15480696378927	6.6872800688
chr1	34636537	GENE.166	1499.9858842150759	35.2049985327
chr1	34690379	GENE.167	0.7372427778479691	0.4636937911
chr1	34858566	GENE.168	39.716281429162606	1.1281184184
chr1	34870062	GENE.170	339.6999147456344	8.0187959412
chr1	34906803	GENE.172	11739.598955562074	291.3860773495
chr1	36364577	GENE.178	193.2122201694443	4.252424335
chr1	36364577	GENE.179	48.04945917060295	1.4366030806
chr1	36480030	GENE.182	93.98801680595216	2.2566035465
chr1	36528441	GENE.183	155.9438297549368	3.6421106563
chr1	36595017	GENE.187	170.91573696085837	4.7040447337
chr1	36619540	GENE.190	66.49035836980742	1.7108613048
chr1	36748331	GENE.192	179.3510612291969	4.6027776183
chr1	36756046	GENE.193	609.7245273660852	61.4176998352
chr1	36771382	GENE.194	155.63916404805192	5.0932967333
chr1	36818705	GENE.195	1368.7447732431872	68.610363139
chr1	37276105	GENE.197	62.96257952814572	1.3473766837
chr1	37426065	GENE.199	206.99877236963363	5.2683218196
chr1	37473929	GENE.200	35.06215723149757	0.7313960903
chr1	37487016	GENE.201	163.60068474731273	4.3784469032
chr1	37496184	GENE.202	607.4137868961601	81.5028077517
chr1	37542695	GENE.203	7.681824038128941	0.2109811398
chr1	38109630	GENE.213	489.28080453117593	26.2884309004
chr1	38851353	GENE.215	145.7911817397864	3.7290321648
chr1	38920717	GENE.216	21.966048537849694	0.4960258705
chr1	39251116	GENE.219	62.38670885819431	1.7001482238
chr1	39424695	GENE.220	180.63929710394768	4.8936536055
chr1	39424695	GENE.221	161.22607429073136	4.771207557
chr1	39605591	GENE.225	5.7239700392296875	5.0461508308
chr1	39608143	GENE.226	213.73098493664472	5.5050356205
chr1	39722145	GENE.228	869.9423224922193	33.0514582348
chr1	39899272	GENE.230	111.79887244230538	3.2350876369
chr1	39957757	GENE.232	39.69977227208557	22.5916800591
chr1	40133056	GENE.235	283.2408950647573	8.1493608036
chr1	40381471	GENE.239	159.66843194558243	4.4512599281
chr1	40522396	GENE.242	38.22542159600913	1.0606278018
chr1	40522850	GENE.244	56.289835234271735	1.2341449023
chr1	40637071	GENE.246	622.3791536061847	15.0421721549
chr1	40738556	GENE.247	286.66389202479417	7.2050430332
chr1	41224404	GENE.250	20.345233821811163	0.6434880801
chr1	42705044	GENE.251	148.80225409675123	4.2907171321
chr1	42753990	GENE.252	59.705640487526374	5.6626951047
chr1	42757180	GENE.253	0.0	8.927436602
chr1	43009716	GENE.255	93.9037551150795	2.4738381315
chr1	43155554	GENE.257	188.5339185730117	4.5997970664
chr1	43787446	GENE.260	18.98536008507264	0.5306357318
chr1	43807075	GENE.261	2169.8212316564754	73.8829302464
chr1	44066252	GENE.263	84.39078479569022	2.6648006946
chr1	44163390	GENE.265	103.64392221635602	2.4659888467
chr1	44204588	GENE.267	52.41881390539121	1.360173601
chr1	44260914	GENE.268	18.49328767154246	0.4486731817
chr1	44608515	GENE.269	165.6104557317987	4.5664919325
chr1	45368382	GENE.271	1524.1616784977255	266.2763937133
chr1	45431175	GENE.272	180.6795876086724	4.417913838
chr1	45852345	GENE.273	12.84021763011478	0.4997058716
chr1	45964914	GENE.274	341.9343901067883	7.8951876149
chr1	46077259	GENE.276	13.972636943814921	0.3290663272
chr1	46123582	GENE.277	79.59995549115273	1.9534900196
chr1	46864388	GENE.278	23.462777411358346	0.5531333342
chr1	50984366	GENE.279	818.6551435142826	19.4622654296
chr1	51526331	GENE.282	446.92413848233974	11.0397043389
chr1	51806609	GENE.283	1266.1011936430102	30.7770043731
chr1	52065087	GENE.285	664.3389527315638	31.6387236015
chr1	52176281	GENE.286	213.70376789195979	4.8226197306
chr1	52176281	GENE.287	184.97313396896655	4.8860449728
chr1	52176465	GENE.288	87.49258196283118	1.9287861723
chr1	52220293	GENE.289	72.7069655013193	1.8444045875
chr1	52512692	GENE.291	80.3343295089111	1.9111423214
chr1	52687548	GENE.292	765.4390459354497	19.1840013188
chr1	52713147	GENE.294	303.24241274915573	14.8123323902
chr1	52846263	GENE.296	85.53043844413784	2.225003626
chr1	52901889	GENE.297	24.20818314713338	0.670183614
chr1	52981970	GENE.298	521.9244911310082	13.9981605476
chr1	53118506	GENE.299	26.54823687844562	0.6929895786
chr1	53353938	GENE.302	43.52615137089934	1.349105754
chr1	53401487	GENE.304	2909.481207925121	85.1503180903
chr1	53812355	GENE.306	787.218751972448	19.4680620688
chr1	53987658	GENE.308	527.5778119697792	18.1804143495
chr1	54454424	GENE.310	473.9523385095016	24.3425195879
chr1	54702183	GENE.312	24.27373483411443	0.572257825
chr1	55109613	GENE.314	234.30513711650414	6.4378655182
chr1	55134677	GENE.316	238.87838601110013	6.1735132913
chr1	55188088	GENE.318	129.84864517867544	3.004300343
chr1	55227003	GENE.319	25.224292343714573	0.5752240569
chr1	55294020	GENE.320	0.0	0.3288150223
chr1	55356912	GENE.321	761.7882701887783	23.7374390084
chr1	55356912	GENE.322	445.7708062528003	12.0290354848
chr1	55462789	GENE.323	357.9633766684336	8.4041387119
chr1	56692892	GENE.325	24.92762433335238	0.3928067628
chr1	57028312	GENE.328	356.87397322912614	0.2689441591
chr1	57257488	GENE.329	69.97079840327929	1.858600176
chr1	57434463	GENE.331	159.6087262551815	4.1763587906
chr1	57445087	GENE.333	50.51785022591673	1.0565247009
chr1	57463391	GENE.335	44.93928477591952	0.9241867786
chr1	57902414	GENE.337	79.06204943312177	1.9243982658
chr1	58011944	GENE.338	5924.615335806941	161.7954592912
chr1	58169979	GENE.344	73.38584707176311	1.7581288799
chr1	58335169	GENE.346	16.297814190425342	0.4794963768
chr1	58468831	GENE.349	320.773783280416	8.4979222233
chr1	58468831	GENE.350	107.9707327801415	2.5734852379
chr1	58521047	GENE.355	352.2604019227515	10.0270834671
chr1	58579649	GENE.356	206.80549049843907	4.8137367809
chr1	58709484	GENE.358	43.49646463571334	1.3016568464
chr1	58714963	GENE.359	253.54959671234172	6.3852212897
chr1	58770129	GENE.361	539.5583727414603	38.9095959822
chr1	58852217	GENE.362	946.01613921087	24.1647138993
chr1	59107349	GENE.366	10.688683611500705	0.2724034013
chr1	59157436	GENE.367	94.38013553977542	2.6980509417
chr1	59538990	GENE.375	0.2610641357047989	0.3415657265
chr1	59573107	GENE.376	123.72479328189378	2.9835362474
chr1	59741849	GENE.378	48.196059469991674	1.1239130389
chr1	59748801	GENE.379	10.15194686203001	0.9379556493
chr1	59761651	GENE.380	28.468422417332835	0.5777834342
chr1	59821480	GENE.381	749.7252801882024	28.0866762181
chr1	59969849	GENE.382	190.30924248289685	4.4593202596
chr1	60045911	GENE.383	54.738926632691864	1.3231750099
chr1	60133711	GENE.386	92.04301081755949	2.1691121672
chr1	60155124	GENE.387	122.18463234277849	3.1562325478
chr1	60466462	GENE.391	1320.543254565779	38.1548535787
chr1	60540028	GENE.393	529.3974343247687	78.2574774234
chr1	60803231	GENE.394	55.421430548934126	1.2491229402
chr1	60965868	GENE.395	9.752388104125153	0.2462817499
chr1	61685397	GENE.398	146.43868822002585	3.9519785869
chr1	62749890	GENE.399	132.2599499652276	3.0784029471
chr1	62749890	GENE.402	28.13087069817995	1.0279215075
chr1	62749890	GENE.404	51.68419066732458	0.6685328945
chr1	62837491	GENE.405	43.48511763881086	0.9418407551
chr1	63094374	GENE.406	64.95770315541755	1.5817798881
chr1	63161313	GENE.409	951.6608104227465	45.7977928897
chr1	63190165	GENE.410	1646.7515079917755	28.5026057059
chr1	63190165	GENE.411	3605.804831574355	60.3121741005
chr1	63225596	GENE.415	796.7631215668745	0.2094377443
chr1	63492477	GENE.419	210.32308257419714	5.5546981146
chr1	63745400	GENE.422	32.18046510658295	0.8797013992
chr1	63801482	GENE.424	446.94774711786187	13.0898449168
chr1	64011300	GENE.425	13.776966993862887	0.3659194819
chr1	64082246	GENE.426	160.39416495234772	4.0137688896
chr1	64653053	GENE.430	9.687379151164421	0.2988419524
chr1	64737918	GENE.432	24.46532424972634	0.6133440671
chr1	64777131	GENE.433	83.76039718636945	1.9883081462
chr1	65059659	GENE.436	17.8953387035784	0.4820343577
chr1	65095130	GENE.437	526.0405736675665	18.1521583448
chr1	65108411	GENE.438	44.06104811299954	1.5378943702
chr1	65118105	GENE.439	921.1188709283466	31.4697066276
chr1	65118172	GENE.440	159.5370392267332	4.5021357094
chr1	65146962	GENE.442	2886.239760951807	96.0579104765
chr1	65205189	GENE.445	161.69067226789736	3.5917902487
chr1	65357830	GENE.447	10.772951068033779	0.36367438
chr1	65973095	GENE.448	506.3351503512374	15.0067407005
chr1	66221902	GENE.449	758.0862342982397	49.9380634083
chr1	66221902	GENE.450	5052.696291984132	162.1478319035
chr1	66765816	GENE.453	250.55208403296822	6.5044471408
chr1	66765816	GENE.454	94.32594706825088	1.7948490667
chr1	66877426	GENE.455	124.65467522008133	3.7543289133
chr1	66970869	GENE.456	121.3967403424062	3.3704860943
chr1	66970869	GENE.457	109.88410089394455	3.1449383677
chr1	67047090	GENE.458	350.2904181961712	7.328726397
chr1	67047090	GENE.459	165.15896873560652	4.1633417408
chr1	67047090	GENE.460	84.32896519333993	2.7732891841
chr1	67169639	GENE.461	90.36182294073056	2.1628692169
chr1	69577783	GENE.463	149.7479511335169	3.4543913162
chr1	69873561	GENE.464	503.88705960582917	17.5076070905
chr1	71289663	GENE.468	436.47191459778713	26.3219560442
chr1	71934685	GENE.472	194.13564331285983	6.0595212952
chr1	72005571	GENE.474	670.8025053110309	18.7302279313
chr1	72205806	GENE.475	677.9801047027481	17.4807065634
chr1	72305746	GENE.476	153.92407533341196	4.6014235609
chr1	72330946	GENE.477	64.92317278598637	1.4977737687
chr1	72353994	GENE.478	206.9975080696912	5.3112371227
chr1	72473685	GENE.479	243.13270206279466	6.063803823
chr1	72629824	GENE.480	55.07399676166849	1.2896213149
chr1	72904638	GENE.484	128.8607043952856	3.0589253199
chr1	73445541	GENE.489	336.2425521774235	9.9735444645
chr1	73664954	GENE.490	184.13110061787063	4.9930246205
chr1	74172114	GENE.492	0.6999824592639947	6.3105699734
chr1	74172114	GENE.493	440.00896057556815	10.3743555068
chr1	74283123	GENE.496	156.66545423589832	4.3448492564
chr1	74325173	GENE.497	0.0	35.8591419326
chr1	74326413	GENE.498	151.0220823779148	4.0748232712
chr1	74331607	GENE.500	362.6563190839193	10.0444407933
chr1	74334820	GENE.502	449.5039373466272	68.5244856273
chr1	74408681	GENE.504	143.75401575914685	3.7016401097
chr1	74421776	GENE.505	131.47740556254928	3.3296558871
chr1	74440883	GENE.507	274.3016230564187	10.0749749037
chr1	74455957	GENE.508	114.04356860964651	2.5917455669
chr1	74634934	GENE.514	503.04589617593217	20.6413374213
chr1	74640325	GENE.515	137.27955805272083	3.5468579542
chr1	74708327	GENE.517	207.1414090660275	5.0116080641
chr1	74760147	GENE.518	672.1394532732282	23.6035444623
chr1	74818465	GENE.520	211.09307690128878	5.2182926094
chr1	74838592	GENE.521	46.00386731172158	1.0906000602
chr1	74901602	GENE.522	204.8210344215088	3.8208441786
chr1	74947231	GENE.525	0.0	3.8355443284
chr1	75013919	GENE.528	6.1185863105909375	0.4109807228
chr1	75122115	GENE.529	536.223070817905	20.6598839416
chr1	75165219	GENE.532	292.4916890212819	9.3030252713
chr1	75165219	GENE.533	313.97617202717254	7.7428341413
chr1	75207403	GENE.542	52.220066354428205	2.0755706806
chr1	75211548	GENE.543	551.5066972917291	14.5722799762
chr1	75216669	GENE.545	1059.7573590726556	37.0557732471
chr1	75232997	GENE.546	130.50692523900895	3.308454516
chr1	75233276	GENE.550	189.4301387247452	5.2883259928
chr1	75268776	GENE.552	1591.4249094985073	50.5893146271
chr1	75305139	GENE.553	72.81019953735502	2.6771131653
chr1	75305139	GENE.554	346.77167803358185	8.5657457661
chr1	75364784	GENE.556	105.5942638597934	3.0195357857
chr1	75371871	GENE.557	1182.0177662840513	28.9724222319
chr1	75432517	GENE.561	948.9877814385187	55.1172676666
chr1	75447084	GENE.562	59.28736967425527	1.4601288934
chr1	75476106	GENE.565	51.301790969449904	1.3513955394
chr1	75518103	GENE.568	28.12166707025765	0.7263232792
chr1	78097841	GENE.573	0.0	11.8737579935
chr1	78097841	GENE.574	480.4653429374575	22.4798323719
chr1	78421410	GENE.576	710.2537570159986	38.0020412476
chr1	78507634	GENE.577	149.01307077251678	4.3414123329
chr1	78654399	GENE.579	9.517450183153136	0.3114159979
chr1	78654399	GENE.580	27.20863868516425	0.9817759192
chr1	78654399	GENE.581	14.166463570508713	0.2945102124
chr1	78813523	GENE.583	254.28091994005496	5.8623491074
chr1	79772592	GENE.588	2525.273018009408	87.4205645369
chr1	80195273	GENE.590	86.10354931129157	2.209832939
chr1	80497647	GENE.593	31.385821751460167	0.8535971316
chr1	81073891	GENE.594	144.87734522040503	3.2659367557
chr1	82229679	GENE.595	56.332244266902606	1.4434476734
chr1	82335623	GENE.597	149.48353977687063	3.7345940467
chr1	82721492	GENE.600	286.0961968669494	6.7421742799
chr1	83156336	GENE.607	7954.676649530149	246.0984501331
chr1	83252355	GENE.608	74.05942930671229	1.682190095
chr1	84692413	GENE.611	941.0107628129289	1.4301339147
chr1	84903279	GENE.614	8.780490439062424	0.2705437515
chr1	85196185	GENE.616	77.48500224427127	2.3098341998
chr1	85242918	GENE.618	137.67537069496439	3.5473867671
chr1	87473474	GENE.620	143.9248330441621	9.3704158459
chr1	87497277	GENE.621	76.90716036152648	2.0648455163
chr1	87546624	GENE.622	32.66217194767116	0.724747715
chr1	87613657	GENE.623	17.508962072478415	0.4737111732
chr1	87825057	GENE.626	40.619578327170025	1.0893808196
chr1	87836111	GENE.627	33.830533510291644	0.9522496455
chr1	87918516	GENE.630	365.8308005921649	9.7833285649
chr1	87918516	GENE.631	77.8162666021606	5.7115537529
chr1	87942437	GENE.632	5038.536093318068	121.7492769832
chr1	87961193	GENE.634	61.69323973485887	1.5505248793
chr1	88199795	GENE.638	6.151153930404053	0.2656723014
chr1	88241293	GENE.639	52.54332289129553	1.2657404851
chr1	88247744	GENE.640	185.53558058192777	3.6675463873
chr1	88252834	GENE.641	197.81367047337886	5.5145922254
chr1	88282899	GENE.643	13.399791930917006	0.4470546226
chr1	88322903	GENE.644	1377.3869705207987	4.07205518
chr1	88439589	GENE.646	10.511417507938276	0.3651790643
chr1	88600378	GENE.649	40.89272067761253	1.1575775581
chr1	88600378	GENE.650	96.52514768615133	2.5770977221
chr1	88983265	GENE.651	3918.718783845889	311.8586494444
chr1	88994576	GENE.652	8.518599827317438	0.2946735798
chr1	89021582	GENE.653	98.10930075573329	2.7688691841
chr1	89044229	GENE.654	50.12257233758875	1.2317717146
chr1	89087226	GENE.656	228.41066423209745	5.320086728
chr1	89102385	GENE.657	32.863911271565485	1.0542198955
chr1	89110488	GENE.658	416.20550306255853	11.671098752
chr1	89160938	GENE.661	964.4218284158364	24.0091094906
chr1	89223572	GENE.662	350.9259751057783	158.7848870309
chr1	89366838	GENE.665	836.9716190695852	30.3641706345
chr1	89373403	GENE.666	58.54498472694249	1.5040692392
chr1	89491124	GENE.671	146.94777410882398	3.649963794
chr1	89516886	GENE.673	51.78830035493527	1.3722712611
chr1	89681145	GENE.678	57.131991278655455	15.8474906591
chr1	89700254	GENE.679	39.77459506887311	1.4200206075
chr1	89749861	GENE.680	64.94940081745766	1.5845767779
chr1	89841695	GENE.681	161.46993586210235	3.8142038546
chr1	89967353	GENE.684	505.9863739217982	13.1820636887
chr1	89999831	GENE.686	107.23519622556864	2.615563263
chr1	90101306	GENE.690	345.4756430167126	0.304046525
chr1	90108533	GENE.691	95.75758115798557	3.0843362646
chr1	90123594	GENE.692	189.3838537853345	4.4474963579
chr1	90159687	GENE.694	165.39934316216477	3.9577040937
chr1	90396445	GENE.698	220.40843242525213	5.8896356486
chr1	90448091	GENE.699	471.49766020322426	12.1210876783
chr1	90594800	GENE.700	160.80997824786283	11.104605339
chr1	90912687	GENE.702	182.92023657704158	6.0993680013
chr1	90967036	GENE.703	220.02610451912906	5.3832021377
chr1	91256916	GENE.704	220.62304824640628	5.0278344388
chr1	91573081	GENE.707	687.2061155267703	15.8742824503
chr1	91824536	GENE.708	501.01879239896533	13.4559023517
chr1	92663434	GENE.713	7.794414190891926	6.136004633
chr1	92663434	GENE.714	371.88751087271623	13.8401400591
chr1	92811676	GENE.715	335.8232627297807	8.0230810144
chr1	92854709	GENE.718	511.5012109357821	13.5106027003
chr1	93076398	GENE.723	146.93314640607912	4.5995473888
chr1	93146895	GENE.726	3720.4489399811537	167.3544173575
chr1	93194914	GENE.727	338.7922855752251	8.3762773475
chr1	93218651	GENE.728	116.7330868933876	2.7354082963
chr1	93301456	GENE.732	90.66097600596764	2.5353697603
chr1	93308059	GENE.733	1252.5018305916121	34.3396733183
chr1	93312558	GENE.734	194.83725873810818	4.5980730848
chr1	93391244	GENE.735	64.05395043899888	1.3734455212
chr1	93437141	GENE.736	129.3994928446458	3.7060806019
chr1	93437656	GENE.737	98.87302093404442	1.7405476228
chr1	93698053	GENE.738	34.99532902033109	0.9099748675
chr1	93829331	GENE.739	1715.0587517949118	98.9874999927
chr1	94336295	GENE.740	276.22140281949095	7.7995284884
chr1	94376257	GENE.741	0.0	0.2163784488
chr1	94387394	GENE.742	47.71198103212608	0.2420731686
chr1	94407624	GENE.743	280.5659999043786	7.4979778672
chr1	94469701	GENE.744	1.1603118563811257	0.3272870147
chr1	94484908	GENE.745	150.75886306222347	0.2909108157
chr1	94493097	GENE.746	204.81448350247788	0.1883567365
chr1	94504415	GENE.747	153.0684495733187	2.8526030468
chr1	94516457	GENE.748	570.0515889024339	4.6600721543
chr1	94540794	GENE.751	293.993074798996	7.7386462825
chr1	94746954	GENE.753	0.0	15.4398083455
chr1	94803565	GENE.755	44.506970258083726	1.3314182234
chr1	94807401	GENE.756	31.80987890837022	0.7839139123
chr1	94830119	GENE.757	160.36473477132137	4.4931653351
chr1	94875479	GENE.760	6273.643346360962	150.7025480328
chr1	94902910	GENE.761	275.1258466833911	6.9955184544
chr1	94902910	GENE.762	110.5860460482329	3.7312873675
chr1	94912032	GENE.763	83.88685944860825	1.9544104747
chr1	95031852	GENE.765	101.5573906367041	2.8327878327
chr1	95132473	GENE.768	78.9721928076705	1.943836636
chr1	95206013	GENE.770	148.97454822163414	3.6012668795
chr1	95270472	GENE.772	235.26934360808542	5.8072810241
chr1	95601967	GENE.781	166.48096192802763	4.4209823088
chr1	95651609	GENE.782	32.85682397012615	0.8177736817
chr1	95689152	GENE.783	30.756114188855296	0.8710843001
chr1	95697071	GENE.784	131.56073250962527	4.7152775106
chr1	95757920	GENE.787	196.61816972420735	4.8521114767
chr1	95887085	GENE.789	221.01847949456584	5.5706502159
chr1	95917069	GENE.790	393.40239434476155	10.0825590759
chr1	95934881	GENE.791	8.921089055960051	0.2678791588
chr1	96694018	GENE.792	187.71695737599006	4.7676699707
chr1	97210204	GENE.793	130.06569604091732	2.9263345521
chr1	97523819	GENE.795	1034.420754865669	28.8839525086
chr1	98956025	GENE.801	136.44834128041242	3.2084539661
chr1	99602622	GENE.803	243.2277554531444	5.5486207864
chr1	99666755	GENE.804	856.4210890444648	21.5787475701
chr1	99717670	GENE.805	47.55884831035004	1.2283257186
chr1	99927699	GENE.806	241.3170051343608	7.0561576749
chr1	100317700	GENE.808	3088.87519283652	75.7859924639
chr1	103052344	GENE.811	85.62697392770912	2.2769355711
chr1	106665395	GENE.812	170.91838102631954	4.1228948009
chr1	107173493	GENE.813	722.1566590143133	16.6850965909
chr1	107677299	GENE.818	263.0625083660422	6.3510108349
chr1	108068445	GENE.822	8162.5888292457075	251.1630817884
chr1	108434755	GENE.823	8.785862422135233	0.2272401097
chr1	108608349	GENE.824	0.0	3.8638646495
chr1	108667364	GENE.826	91.97771416338396	2.0405091062
chr1	108942163	GENE.831	84.44583423130386	2.2707068873
chr1	108974769	GENE.832	356.2368157748309	9.6850187077
chr1	109407999	GENE.837	701.3972536508957	27.7447794832
chr1	109408086	GENE.838	472.4742923893207	21.1041032273
chr1	109425579	GENE.839	182.28029059597742	3.6072885749
chr1	109425579	GENE.840	320.8727948183187	8.5005638254
chr1	109486582	GENE.841	79.54969896924571	2.104776813
chr1	111880313	GENE.843	1027.0562859116637	52.6237612726
chr1	112785771	GENE.844	282.5337117137086	6.6981932486
chr1	117581713	GENE.846	26.524716335045973	0.6896713214
chr1	120195094	GENE.847	151.55430247995312	3.7142304783
chr1	120285634	GENE.850	54.8664141134051	1.3605215733
chr1	120285634	GENE.851	112.20357219155176	2.7178607292
chr1	120355245	GENE.852	2.4033643045788526	4.9479889371
chr1	121312041	GENE.855	20480.62667255363	489.0243187033
chr1	121422730	GENE.857	7.09799252921203	0.2302330379
chr1	121491400	GENE.859	178.4504461441148	4.604441616
chr1	121554669	GENE.860	38.18737002797604	0.9187714475
chr1	121804477	GENE.861	185.67468527253632	4.5689384079
chr1	121903556	GENE.863	166.94019174767595	4.6089298921
chr1	121963953	GENE.864	163.47928589917944	4.3576644041
chr1	122009856	GENE.865	372.00978973341	9.2885714081
chr1	122122992	GENE.869	79.61754914094655	1.876764018
chr1	122237158	GENE.871	72.63717979782473	1.9075499715
chr1	122983981	GENE.874	398.3182745906656	11.7993906928
chr1	123200929	GENE.875	267.2956883781336	6.6398463048
chr1	123327643	GENE.878	108.36205242954782	2.4824475103
chr1	123406349	GENE.879	298.2024630816786	7.6704001789
chr1	123450411	GENE.880	27.273482854773377	0.6583479463
chr1	127289481	GENE.882	69.7437290236626	1.9845846623
chr1	127289481	GENE.883	43.69477784498642	0.9822399272
chr1	127457592	GENE.885	641.6444781981008	42.7849089666
chr1	127573572	GENE.886	110.65206789856362	2.8919998989
chr1	127810212	GENE.888	234.4443402864551	5.7831115541
chr1	127810212	GENE.890	95.42008584614722	3.3454974315
chr1	129101562	GENE.891	636.1646856100056	26.0790612729
chr1	129386918	GENE.892	49.23781617376839	1.2834212072
chr1	129650193	GENE.894	1181.6297288311525	38.6695200925
chr1	129670740	GENE.895	16.281442382502505	0.4081059018
